number,DATA_EMISSAO,PEDC_DT_CHEGADA,P_PED_CLIENTE,ENTREGA_SIGE,V_TOTAL,V_FRETE,IPMP_VL_MEIO,DECODE(PVC.PEDC_SITUACAO.'C'.',IPI_SKU_ITEM,IPI_V_UNITARIO,IPI_DESC_ITEM
245,22/08/2016,22/08/2016 19:37:00,63624266,6362426601,284.9,13,284.9,Liquidado,242172,69.9,0
246,22/08/2016,22/08/2016 19:37:00,63624266,6362426601,284.9,13,284.9,Liquidado,525257,202,0
247,22/08/2016,22/08/2016 19:37:00,63624267,6362426701,1835.34,34.99,1835.34,Liquidado,473483,49.9,0
248,22/08/2016,22/08/2016 19:37:00,63624267,6362426701,1835.34,34.99,1835.34,Liquidado,588124,1750.45,0
249,22/08/2016,22/08/2016 19:37:00,63624268,6362426801,265,17,265,Liquidado,6174,248,0
250,22/08/2016,22/08/2016 19:37:00,63624269,6362426901,0,0,557,Cancelado,356946,548,0
251,22/08/2016,22/08/2016 19:37:00,63624271,6362427101,83.9,14,83.9,Liquidado,275677,69.9,0
252,22/08/2016,22/08/2016 19:37:00,63624272,6362427201,100.9,13,100.9,Liquidado,444696,87.9,0
253,22/08/2016,22/08/2016 19:37:00,63624275,6362427501,150.8,10,150.8,Liquidado,587947,65.9,0
254,22/08/2016,22/08/2016 19:37:00,63624275,6362427501,150.8,10,150.8,Liquidado,588304,74.9,0
255,22/08/2016,22/08/2016 19:37:00,63624277,6362427701,213.9,21,213.9,Liquidado,492489,192.9,0
256,22/08/2016,22/08/2016 19:37:00,63624278,6362427801,2420,21,2420,Aberto,532886,2399,0
257,22/08/2016,22/08/2016 19:37:00,63624280,6362428001,1239.89,19.99,1239.89,Aberto,373586,1219.9,0
258,22/08/2016,22/08/2016 19:38:00,63624281,6362428101,986.1,14.98,986.1,Liquidado,489171,269.75,"26,970,000"
259,22/08/2016,22/08/2016 19:38:00,63624282,6362428201,2414,15,2414,Liquidado,532881,2399,0
260,22/08/2016,22/08/2016 19:38:00,63624284,6362428401,928.9,0,928.9,Aberto,395375,928.9,0
261,22/08/2016,22/08/2016 19:38:00,63624289,6362428901,116.69,2.99,116.69,Liquidado,541966,37.9,0
262,22/08/2016,22/08/2016 19:38:00,63624291,6362429101,662.1,14.98,42.9,Liquidado,583290,179.75,"17,970,000"
263,22/08/2016,22/08/2016 19:38:00,63624291,6362429101,662.1,14.98,619.2,Liquidado,583290,179.75,"17,970,000"
264,22/08/2016,22/08/2016 19:38:00,63624292,6362429201,411.9,12.9,411.9,Liquidado,414875,399,0
265,22/08/2016,22/08/2016 19:39:00,63624294,6362429401,123.9,12,123.9,Liquidado,316583,111.9,0
266,22/08/2016,22/08/2016 19:39:00,63624295,6362429501,472.2,23,472.2,Liquidado,62515,449.2,0
267,22/08/2016,22/08/2016 19:39:00,63624296,6362429601,1516.9,17.9,1516.9,Liquidado,586858,1499,0
268,22/08/2016,22/08/2016 19:39:00,63624297,6362429701,137.9,8,137.9,Liquidado,596426,129.9,0
269,22/08/2016,22/08/2016 19:39:00,63624299,6362429901,202.4,14.9,202.4,Aberto,541967,37.5,0
270,22/08/2016,22/08/2016 19:39:00,63624300,6362430001,539.9,90,539.9,Liquidado,372449,449.9,0
271,22/08/2016,22/08/2016 19:40:00,63624301,6362430101,70.9,21,70.9,Liquidado,592839,49.9,0
272,22/08/2016,22/08/2016 19:40:00,63624302,6362430201,319.8,0,319.8,Liquidado,288065,119.9,0
273,22/08/2016,22/08/2016 19:40:00,63624302,6362430201,319.8,0,319.8,Liquidado,400190,199.9,0
274,22/08/2016,22/08/2016 19:40:00,63624303,6362430301,51.5,7,51.5,Liquidado,594948,8.9,0
275,22/08/2016,22/08/2016 19:40:00,63624304,6362430401,1474.9,25.9,1474.9,Liquidado,592114,1499,"50,000,000"
276,22/08/2016,22/08/2016 19:40:00,63624306,6362430601,49.79,9.99,49.79,Liquidado,358559,19.9,0
277,22/08/2016,22/08/2016 19:40:00,63624307,6362430701,590.82,15,590.82,Liquidado,489172,319.9,"31,990,000"
278,22/08/2016,22/08/2016 19:40:00,63624308,6362430801,468.2,20,468.2,Liquidado,433473,249,"24,900,000"
279,22/08/2016,22/08/2016 19:40:00,63624309,6362430901,578.99,19.99,578.99,Liquidado,529517,559,0
280,22/08/2016,22/08/2016 19:40:00,63624310,6362431001,318.9,19.9,318.9,Liquidado,481403,299,0
281,22/08/2016,22/08/2016 19:40:00,63624311,6362431101,2007.9,8.9,2007.9,Liquidado,525626,1999,0
282,22/08/2016,22/08/2016 19:40:00,63624312,6362431201,792.9,43,792.9,Liquidado,544234,749.9,0
283,22/08/2016,22/08/2016 19:41:00,63624316,6362431601,354.9,55,354.9,Liquidado,364152,299.9,0
284,22/08/2016,22/08/2016 19:41:00,63624317,6362431701,391,13,391,Liquidado,453135,378,0
285,22/08/2016,22/08/2016 19:41:00,63624320,6362432001,0,0,972.9,Cancelado,395372,928.9,0
286,22/08/2016,22/08/2016 19:41:00,63624321,6362432101,1699.89,19.99,600,Liquidado,110612,1679.9,0
287,22/08/2016,22/08/2016 19:41:00,63624321,6362432101,1699.89,19.99,1099.89,Liquidado,110612,1679.9,0
288,22/08/2016,22/08/2016 19:41:00,63624322,6362432201,460.8,36,460.8,Liquidado,478650,26.55,0
289,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,219,Liquidado,292663,12.9,0
290,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,219,Liquidado,340185,39.9,0
291,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,219,Liquidado,340187,69.9,0
292,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,219,Liquidado,364735,319,0
293,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,219,Liquidado,369492,129,0
294,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,351.7,Liquidado,292663,12.9,0
295,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,351.7,Liquidado,340185,39.9,0
296,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,351.7,Liquidado,340187,69.9,0
297,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,351.7,Liquidado,364735,319,0
298,22/08/2016,22/08/2016 19:41:00,63624323,6362432301,570.7,0,351.7,Liquidado,369492,129,0
299,22/08/2016,22/08/2016 19:41:00,63624324,6362432401,357,9,357,Liquidado,377512,348,0
300,22/08/2016,22/08/2016 19:41:00,63624325,6362432501,1511.9,12.9,1511.9,Liquidado,592115,1499,0
301,22/08/2016,22/08/2016 19:42:00,63624326,6362432601,1224,25,1224,Liquidado,593576,1199,0
302,22/08/2016,22/08/2016 19:42:00,63624330,6362433001,148,9,148,Liquidado,34153,139,0
303,22/08/2016,22/08/2016 19:42:00,63624332,6362433201,389,31,389,Liquidado,497117,358,0
304,22/08/2016,22/08/2016 19:42:00,63624332,6362433202,1030.9,31,1030.9,Liquidado,466852,999.9,0
305,22/08/2016,22/08/2016 19:42:00,63624335,6362433501,215.99,5.99,215.99,Liquidado,483031,210,0
306,22/08/2016,22/08/2016 19:43:00,63624337,6362433701,172.5,20.9,172.5,Liquidado,530408,37.9,0
307,22/08/2016,22/08/2016 19:43:00,63624338,6362433801,86.8,6.9,86.8,Aberto,465098,79.9,0
308,22/08/2016,22/08/2016 19:43:00,63624339,6362433901,61.5,4,61.5,Liquidado,11992,57.5,0
309,22/08/2016,22/08/2016 19:43:00,63624340,6362434001,480,32,480,Liquidado,409716,448,0
310,22/08/2016,22/08/2016 19:43:00,63624341,6362434101,387,8,387,Liquidado,590794,379,0
311,22/08/2016,22/08/2016 19:44:00,63624342,6362434201,449.63,19.9,449.63,Liquidado,303807,477.47,"47,740,000"
312,22/08/2016,22/08/2016 19:44:00,63624343,6362434301,2507.9,8.9,2507.9,Liquidado,596854,2499,0
313,22/08/2016,22/08/2016 19:44:00,63624345,6362434501,1344,15,1344,Liquidado,532879,1329,0
314,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,204,38.37,0
315,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,11418,10.51,0
316,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,110137,275.31,0
317,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,119570,24.94,0
318,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,240393,316.82,0
319,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,253198,29.86,0
320,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,281106,6.59,0
321,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,284726,20.53,0
322,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,308763,97.49,0
323,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,358631,48.11,0
324,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,394507,73.35,0
325,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,427868,68.92,0
326,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,432369,36.63,0
327,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,441059,107.48,0
328,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,441060,63.62,0
329,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,444966,37.01,0
330,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,471579,57.9,0
331,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,472265,28.17,0
332,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,480713,577.81,0
333,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,492777,45.08,0
334,22/08/2016,22/08/2016 19:44:45,,97507,2400,0,,Liquidado,531881,144.49,0
335,22/08/2016,22/08/2016 19:45:00,63624349,6362434901,156.9,7,156.9,Liquidado,572498,149.9,0
336,22/08/2016,22/08/2016 19:45:00,63624351,6362435101,0,0,813.8,Cancelado,588404,789.9,0
337,22/08/2016,22/08/2016 19:45:00,63624352,6362435201,907.9,8.9,907.9,Liquidado,542574,899,0
338,22/08/2016,22/08/2016 19:45:00,63624355,6362435501,171.4,7.9,171.4,Liquidado,380733,54.5,0
339,22/08/2016,22/08/2016 19:45:00,63624356,6362435601,229.7,9.9,229.7,Liquidado,465101,109.9,0
340,22/08/2016,22/08/2016 19:45:00,63624359,6362435901,408.99,19.99,408.99,Liquidado,585851,389,0
341,22/08/2016,22/08/2016 19:45:00,63624362,6362436201,98.5,24,98.5,Liquidado,438618,74.5,0
342,22/08/2016,22/08/2016 19:46:00,63624363,6362436301,271.99,22.99,271.99,Aberto,461459,249,0
343,22/08/2016,22/08/2016 19:46:00,63624364,6362436401,75.55,10,75.55,Liquidado,100802,69,"3,450,000"
344,22/08/2016,22/08/2016 19:46:00,63624365,6362436501,41,7,41,Liquidado,476223,34,0
345,22/08/2016,22/08/2016 19:46:00,63624367,6362436701,116.9,17.9,116.9,Aberto,596787,99,0
346,22/08/2016,22/08/2016 19:46:00,63624368,6362436801,2768,70,968,Liquidado,376188,2698,0
347,22/08/2016,22/08/2016 19:46:00,63624368,6362436801,2768,70,1800,Liquidado,376188,2698,0
348,22/08/2016,22/08/2016 19:47:00,63624369,6362436901,1320.9,21,1320.9,Liquidado,590295,1299.9,0
349,22/08/2016,22/08/2016 19:47:00,63624370,6362437001,39.8,8,39.8,Liquidado,469493,15.9,0
350,22/08/2016,22/08/2016 19:47:00,63624371,6362437101,202.9,23,202.9,Liquidado,526727,179.9,0
351,22/08/2016,22/08/2016 19:47:00,63624373,6362437301,1350,21,1350,Liquidado,532879,1329,0
352,22/08/2016,22/08/2016 19:48:00,63624381,6362438101,246.9,19,246.9,Liquidado,439512,227.9,0
353,22/08/2016,22/08/2016 19:48:00,63624382,6362438201,252.91,19,252.91,Liquidado,462477,259.9,"25,990,000"
354,22/08/2016,22/08/2016 19:48:00,63624387,6362438701,308.39,5.99,308.39,Liquidado,413771,336,"33,600,000"
355,22/08/2016,22/08/2016 19:48:00,63624388,6362438801,1324.9,25.9,1324.9,Aberto,590392,1299,0
356,22/08/2016,22/08/2016 19:48:00,63624391,6362439101,2024.9,25.9,2024.9,Liquidado,525622,1999,0
357,22/08/2016,22/08/2016 19:48:00,63624392,6362439201,98.04,3.99,98.04,Liquidado,365217,99,"4,950,000"
358,22/08/2016,22/08/2016 19:49:00,63624394,6362439401,318.99,19.99,318.99,Liquidado,389013,299,0
359,22/08/2016,22/08/2016 19:49:00,63624396,6362439601,258,9,258,Liquidado,275886,249,0
360,22/08/2016,22/08/2016 19:49:00,63624397,6362439701,1319.12,0,1319.12,Liquidado,596566,1499,"179,880,000"
361,22/08/2016,22/08/2016 19:49:00,63624398,6362439801,258,9,258,Liquidado,275886,249,0
362,22/08/2016,22/08/2016 19:49:00,63624402,6362440201,891.9,12.9,891.9,Liquidado,596871,879,0
363,22/08/2016,22/08/2016 19:49:00,63624403,6362440301,1169,21,1169,Aberto,586932,1148,0
364,22/08/2016,22/08/2016 19:49:00,63624404,6362440401,90.91,15,90.91,Liquidado,357602,79.9,"3,990,000"
365,22/08/2016,22/08/2016 19:49:00,63624406,6362440601,634.2,15,634.2,Liquidado,583291,172,"17,200,000"
366,22/08/2016,22/08/2016 19:49:00,63624407,6362440701,470.9,21,470.9,Liquidado,372449,449.9,0
367,22/08/2016,22/08/2016 19:49:00,63624408,6362440801,77.91,24,77.91,Liquidado,531786,59.9,"5,990,000"
368,22/08/2016,22/08/2016 19:49:00,63624408,6362440802,88.91,8,88.91,Aberto,11970,89.9,"8,990,000"
369,22/08/2016,22/08/2016 19:50:00,63624409,6362440901,342,13,342,Liquidado,368985,329,0
370,22/08/2016,22/08/2016 19:50:00,63624412,6362441201,1122.9,23.9,1122.9,Aberto,593582,1099,0
371,22/08/2016,22/08/2016 19:50:00,63624414,6362441401,1364.1,14.98,1364.1,Aberto,505919,374.75,"37,470,000"
372,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,330198,85.42,0
373,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,368435,225.26,0
374,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,368449,61.45,0
375,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,415796,416.23,0
376,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,492525,255.75,0
377,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,492533,182.51,0
378,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,492537,253.62,0
379,22/08/2016,22/08/2016 19:50:50,,97508,1700,0,,Liquidado,538357,219.76,0
380,22/08/2016,22/08/2016 19:51:00,63624417,6362441701,75.9,7,75.9,Liquidado,408159,68.9,0
381,22/08/2016,22/08/2016 19:51:00,63624420,6362442001,1251.95,17.9,1251.95,Liquidado,590392,1299,"64,950,000"
382,22/08/2016,22/08/2016 19:51:00,63624421,6362442101,1219.9,0,1219.9,Liquidado,373586,1219.9,0
383,22/08/2016,22/08/2016 19:51:00,63624422,6362442201,1528.99,29.99,1528.99,Liquidado,589501,1499,0
384,22/08/2016,22/08/2016 19:51:00,63624423,6362442301,119,20,119,Aberto,495434,99,0
385,22/08/2016,22/08/2016 19:51:00,63624424,6362442401,1398.99,19.99,1398.99,Liquidado,544802,1379,0
386,22/08/2016,22/08/2016 19:51:00,63624426,6362442601,0,0,789.9,Cancelado,588404,789.9,0
387,22/08/2016,22/08/2016 19:51:00,63624427,6362442701,398,0,398,Liquidado,543784,398,0
388,22/08/2016,22/08/2016 19:51:00,63624433,6362443301,2223.99,24.99,2223.99,Liquidado,589620,2199,0
389,22/08/2016,22/08/2016 19:51:00,63624434,6362443401,308.91,12,308.91,Liquidado,462489,329.9,"32,990,000"
390,22/08/2016,22/08/2016 19:51:00,63624436,6362443601,1293,15,1293,Liquidado,443454,355,"35,500,000"
391,22/08/2016,22/08/2016 19:52:00,63624440,6362444001,33.05,0,33.05,Liquidado,401156,36.74,"3,690,000"
392,22/08/2016,22/08/2016 19:52:00,63624440,6362444002,863.12,0,863.12,Liquidado,489165,239.75,"23,970,000"
393,22/08/2016,22/08/2016 19:52:00,63624441,6362444101,924.01,27.01,924.01,Liquidado,389013,299,0
394,22/08/2016,22/08/2016 19:52:00,63624442,6362444201,1059.9,18,1059.9,Liquidado,591072,1041.9,0
395,22/08/2016,22/08/2016 19:52:00,63624443,6362444301,757.05,15.01,757.05,Aberto,505919,412.25,"41,230,000"
396,22/08/2016,22/08/2016 19:52:00,63624449,6362444901,44.71,7.99,44.71,Liquidado,447335,3.5,0.28
397,22/08/2016,22/08/2016 19:52:00,63624449,6362444901,44.71,7.99,44.71,Liquidado,596197,4.9,0.39
398,22/08/2016,22/08/2016 19:52:00,63624451,6362445101,76.8,6.9,76.8,Liquidado,459895,69.9,0
399,22/08/2016,22/08/2016 19:52:00,63624452,6362445201,328.2,15,328.2,Liquidado,583291,174,"17,400,000"
400,22/08/2016,22/08/2016 19:52:20,49891946,4989194601,1354.4,13.92,1354.4,Liquidado,594822,670.24,0
401,22/08/2016,22/08/2016 19:53:00,63624455,6362445501,217.9,12,217.9,Liquidado,439503,205.9,0
402,22/08/2016,22/08/2016 19:53:00,63624456,6362445601,1079.8,0,1079.8,Liquidado,9160,109.9,0
403,22/08/2016,22/08/2016 19:53:00,63624456,6362445601,1079.8,0,1079.8,Liquidado,531785,969.9,0
404,22/08/2016,22/08/2016 19:53:00,63624459,6362445901,1339,10,1339,Liquidado,532879,1329,0
405,22/08/2016,22/08/2016 19:53:00,63624465,6362446501,89.8,9.9,89.8,Aberto,595351,79.9,0
406,22/08/2016,22/08/2016 19:54:00,63624467,6362446701,723,25,723,Liquidado,507248,698,0
407,22/08/2016,22/08/2016 19:54:00,63624469,6362446901,1114.99,15,1114.99,Liquidado,588411,1099.99,0
408,22/08/2016,22/08/2016 19:54:00,63624470,6362447001,280.1,11,280.1,Liquidado,589562,299,"29,900,000"
409,22/08/2016,22/08/2016 19:54:00,63624472,6362447201,147.8,8,147.8,Liquidado,596304,69.9,0
410,22/08/2016,22/08/2016 19:54:00,63624472,6362447201,147.8,8,147.8,Liquidado,596305,69.9,0
411,22/08/2016,22/08/2016 19:54:00,63624473,6362447301,693.9,15.9,693.9,Liquidado,590004,678,0
412,22/08/2016,22/08/2016 19:54:00,63624474,6362447401,76.8,6.9,76.8,Liquidado,459895,69.9,0
413,22/08/2016,22/08/2016 19:55:00,63624479,6362447901,1561.9,12.9,1561.9,Liquidado,542861,1549,0
414,22/08/2016,22/08/2016 19:55:00,63624481,6362448101,205.9,9,205.9,Liquidado,462483,196.9,0
415,22/08/2016,22/08/2016 19:55:00,63624482,6362448201,1909.91,10,1909.91,Liquidado,532885,1999.9,"99,990,000"
416,22/08/2016,22/08/2016 19:55:00,63624483,6362448301,899,0,899,Liquidado,595984,899,0
417,22/08/2016,22/08/2016 19:55:10,,97509,1800,0,,Liquidado,449211,165.81,0
418,22/08/2016,22/08/2016 19:55:10,,97509,1800,0,,Liquidado,529489,109.09,0
419,22/08/2016,22/08/2016 19:55:10,,97509,1800,0,,Liquidado,549380,155.35,0
420,22/08/2016,22/08/2016 19:55:10,,97509,1800,0,,Liquidado,549381,138.91,0
421,22/08/2016,22/08/2016 19:56:00,63624486,6362448601,299,0,299,Aberto,524979,299,0
422,22/08/2016,22/08/2016 19:56:00,63624487,6362448701,60.9,6,60.9,Aberto,509085,54.9,0
423,22/08/2016,22/08/2016 19:56:00,63624488,6362448801,337.99,19.99,337.99,Aberto,360735,318,0
424,22/08/2016,22/08/2016 19:56:00,63624490,6362449001,353,5,353,Liquidado,355351,348,0
425,22/08/2016,22/08/2016 19:56:00,63624493,6362449301,78.9,24,78.9,Liquidado,401156,39.9,0
426,22/08/2016,22/08/2016 19:56:00,63624493,6362449301,78.9,24,78.9,Liquidado,443778,15,0
427,22/08/2016,22/08/2016 19:56:00,63624494,6362449401,614,29.9,614,Aberto,350932,649,"64,900,000"
428,22/08/2016,22/08/2016 19:57:00,63624495,6362449501,45.8,7.9,45.8,Aberto,495296,37.9,0
429,22/08/2016,22/08/2016 19:57:00,63624496,6362449601,189,9.9,189,Aberto,538248,199,"19,900,000"
430,22/08/2016,22/08/2016 19:57:00,63624497,6362449701,554,6,554,Liquidado,356946,548,0
431,22/08/2016,22/08/2016 19:57:00,63624498,6362449801,294.9,5.9,294.9,Liquidado,408307,289,0
432,22/08/2016,22/08/2016 19:57:00,63624499,6362449901,220.7,15.9,220.7,Liquidado,495296,37.9,0
433,22/08/2016,22/08/2016 19:57:00,63624499,6362449901,220.7,15.9,220.7,Liquidado,587614,43,0
434,22/08/2016,22/08/2016 19:57:00,63624500,6362450001,49.8,9.9,49.8,Liquidado,531019,39.9,0
435,22/08/2016,22/08/2016 19:57:00,63624501,6362450101,540.2,20,540.2,Liquidado,497372,289,"28,900,000"
436,22/08/2016,22/08/2016 19:57:00,63624502,6362450201,48.8,13,48.8,Liquidado,319355,17.9,0
437,22/08/2016,22/08/2016 19:57:00,63624503,6362450301,177.9,58,177.9,Liquidado,441060,119.9,0
438,22/08/2016,22/08/2016 19:57:00,63624504,6362450401,556,8,556,Liquidado,543244,548,0
439,22/08/2016,22/08/2016 19:57:00,63624505,6362450501,62.91,6,62.91,Aberto,438844,59.9,"2,990,000"
440,22/08/2016,22/08/2016 19:57:00,63624506,6362450601,109.9,0,109.9,Liquidado,9160,109.9,0
441,22/08/2016,22/08/2016 19:58:00,63624507,6362450701,0,0,1511.9,Cancelado,596249,1499,0
442,22/08/2016,22/08/2016 19:58:00,63624510,6362451001,547,0,547,Liquidado,588815,547,0
443,22/08/2016,22/08/2016 19:58:00,63624513,6362451301,134.91,9,134.91,Liquidado,582261,139.9,"13,990,000"
444,22/08/2016,22/08/2016 19:58:00,63624514,6362451401,789.9,0,789.9,Liquidado,589374,789.9,0
445,22/08/2016,22/08/2016 19:58:00,63624515,6362451501,90.8,7.9,90.8,Liquidado,519105,82.9,0
446,22/08/2016,22/08/2016 19:58:00,63624516,6362451601,1001.9,73,1001.9,Liquidado,395375,928.9,0
447,22/08/2016,22/08/2016 19:59:00,63624517,6362451701,1769.1,15,1769.1,Liquidado,532880,1949,"194,900,000"
448,22/08/2016,22/08/2016 19:59:00,63624519,6362451901,464,16,464,Liquidado,439749,448,0
449,22/08/2016,22/08/2016 19:59:00,63624520,6362452001,914.1,14.98,914.1,Liquidado,489166,249.75,"24,970,000"
450,22/08/2016,22/08/2016 19:59:00,63624523,6362452301,488,10,488,Liquidado,531826,478,0
451,22/08/2016,22/08/2016 19:59:00,63624524,6362452401,338.9,9,338.9,Liquidado,581817,329.9,0
452,22/08/2016,22/08/2016 19:59:00,63624526,6362452601,1650.69,0.99,1650.69,Liquidado,379497,549.9,0
453,22/08/2016,22/08/2016 19:59:00,63624527,6362452701,557,9,557,Liquidado,543244,548,0
454,22/08/2016,22/08/2016 19:59:00,63624530,6362453001,304.9,5.9,304.9,Liquidado,459903,299,0
455,22/08/2016,22/08/2016 19:59:00,63624531,6362453101,298.8,0,298.8,Liquidado,483087,332,"33,200,000"
456,22/08/2016,22/08/2016 19:59:00,63624531,6362453102,44,0,44,Liquidado,242169,44,0
457,22/08/2016,22/08/2016 19:59:00,63624533,6362453301,899,0,899,Liquidado,595984,899,0
458,22/08/2016,22/08/2016 19:59:00,63624537,6362453701,2016.9,17.9,2016.9,Liquidado,525622,1999,0
459,22/08/2016,22/08/2016 20:00:00,63624538,6362453801,76.8,6.9,76.8,Liquidado,459895,69.9,0
460,22/08/2016,22/08/2016 20:00:00,63624540,6362454001,983.99,34.99,983.99,Liquidado,592777,949,0
461,22/08/2016,22/08/2016 20:00:00,63624543,6362454301,1514.9,15.9,1514.9,Liquidado,586858,1499,0
462,22/08/2016,22/08/2016 20:00:00,63624544,6362454401,912,33,400,Aberto,596872,879,0
463,22/08/2016,22/08/2016 20:00:00,63624544,6362454401,912,33,512,Aberto,596872,879,0
464,22/08/2016,22/08/2016 20:00:00,63624545,6362454501,787.9,19,787.9,Liquidado,481430,768.9,0
465,22/08/2016,22/08/2016 20:01:00,63624546,6362454601,156.6,9,156.6,Liquidado,371763,36.9,0
466,22/08/2016,22/08/2016 20:01:00,63624547,6362454701,133.9,14,133.9,Aberto,458351,119.9,0
467,22/08/2016,22/08/2016 20:01:00,63624548,6362454801,1427.9,78,1427.9,Liquidado,477865,1349.9,0
468,22/08/2016,22/08/2016 20:01:00,63624548,6362454802,627,78,627,Liquidado,1526,549,0
469,22/08/2016,22/08/2016 20:01:00,63624549,6362454901,458,29,458,Liquidado,542174,429,0
470,22/08/2016,22/08/2016 20:01:00,63624550,6362455001,986.1,14.98,986.1,Liquidado,489171,269.75,"26,970,000"
471,22/08/2016,22/08/2016 20:01:00,63624551,6362455101,216.7,13,216.7,Liquidado,492460,67.9,0
472,22/08/2016,22/08/2016 20:01:00,63624552,6362455201,915,16,915,Liquidado,390368,899,0
473,22/08/2016,22/08/2016 20:01:00,63624554,6362455401,624.9,25.9,624.9,Liquidado,506218,599,0
474,22/08/2016,22/08/2016 20:01:00,63624555,6362455501,633.99,24.99,633.99,Liquidado,480046,609,0
475,22/08/2016,22/08/2016 20:01:00,63624556,6362455601,1511.9,12.9,1511.9,Liquidado,586858,1499,0
476,22/08/2016,22/08/2016 20:01:00,63624559,6362455901,815.9,26.9,815.9,Liquidado,596335,789,0
